order_number,customer_id,product_id,order_date,units,sale_price,currency,order_mode,updated_at
730,1608,6,null,4,28,INR,NEW,2023-01-01T12:00:00.000+0000
731,1049,10,null,2,55,EUR,NEW,2023-01-01T12:00:00.000+0000
732,57,6,null,6,87,CAD,NEW,2023-01-01T12:00:00.000+0000
733,185,8,null,8,95,USD,NEW,2023-01-01T12:00:00.000+0000
734,815,10,null,5,40,USD,NEW,2023-01-01T12:00:00.000+0000
735,231,5,null,1,13,INR,NEW,2023-01-01T12:00:00.000+0000
736,1666,5,null,7,95,EUR,NEW,2023-01-01T12:00:00.000+0000
737,2007,8,null,1,58,USD,NEW,2023-01-01T12:00:00.000+0000
738,1047,7,null,6,69,USD,NEW,2023-01-01T12:00:00.000+0000
739,2485,4,null,4,93,EUR,NEW,2023-01-01T12:00:00.000+0000
740,2746,3,null,5,58,EUR,NEW,2023-01-01T12:00:00.000+0000
741,1908,10,null,3,89,INR,NEW,2023-01-01T12:00:00.000+0000
742,1301,8,null,2,43,INR,NEW,2023-01-01T12:00:00.000+0000
743,942,3,null,7,19,INR,NEW,2023-01-01T12:00:00.000+0000
744,1451,4,null,9,5,EUR,NEW,2023-01-01T12:00:00.000+0000
745,2716,7,null,10,19,CAD,NEW,2023-01-01T12:00:00.000+0000
746,2661,3,null,9,62,EUR,NEW,2023-01-01T12:00:00.000+0000
747,2024,8,null,7,39,EUR,NEW,2023-01-01T12:00:00.000+0000
748,585,6,null,1,16,CAD,NEW,2023-01-01T12:00:00.000+0000
749,1069,8,null,10,83,EUR,NEW,2023-01-01T12:00:00.000+0000
750,2695,7,null,3,10,INR,NEW,2023-01-01T12:00:00.000+0000
751,860,6,null,8,86,CAD,NEW,2023-01-01T12:00:00.000+0000
752,2410,9,null,1,94,INR,NEW,2023-01-01T12:00:00.000+0000
753,1467,5,null,2,96,INR,NEW,2023-01-01T12:00:00.000+0000
754,2926,8,null,2,74,CAD,NEW,2023-01-01T12:00:00.000+0000
755,2391,1,null,8,17,EUR,NEW,2023-01-01T12:00:00.000+0000
756,484,8,null,4,24,USD,NEW,2023-01-01T12:00:00.000+0000
757,2336,5,null,10,46,EUR,NEW,2023-01-01T12:00:00.000+0000
758,893,9,null,8,73,EUR,NEW,2023-01-01T12:00:00.000+0000
759,1414,4,null,10,29,INR,NEW,2023-01-01T12:00:00.000+0000
760,274,7,null,3,99,USD,NEW,2023-01-01T12:00:00.000+0000
761,2518,1,null,6,8,INR,NEW,2023-01-01T12:00:00.000+0000
762,2398,6,null,7,79,USD,NEW,2023-01-01T12:00:00.000+0000
763,1503,8,null,1,10,EUR,NEW,2023-01-01T12:00:00.000+0000
764,2808,8,null,8,15,CAD,NEW,2023-01-01T12:00:00.000+0000
765,1393,3,null,1,88,EUR,NEW,2023-01-01T12:00:00.000+0000
766,2508,6,null,9,23,USD,NEW,2023-01-01T12:00:00.000+0000
767,1154,8,null,6,48,USD,NEW,2023-01-01T12:00:00.000+0000
768,2932,5,null,3,21,INR,NEW,2023-01-01T12:00:00.000+0000
769,2046,9,null,5,75,CAD,NEW,2023-01-01T12:00:00.000+0000
770,1450,1,null,9,80,USD,NEW,2023-01-01T12:00:00.000+0000
771,1515,7,null,4,70,INR,NEW,2023-01-01T12:00:00.000+0000
772,554,9,null,3,1,INR,NEW,2023-01-01T12:00:00.000+0000
773,472,3,null,3,26,EUR,NEW,2023-01-01T12:00:00.000+0000
774,1968,10,null,3,26,CAD,NEW,2023-01-01T12:00:00.000+0000
775,2188,3,null,3,26,USD,NEW,2023-01-01T12:00:00.000+0000
776,1647,2,null,1,84,USD,NEW,2023-01-01T12:00:00.000+0000
777,1971,5,null,6,38,CAD,NEW,2023-01-01T12:00:00.000+0000
778,1963,10,null,4,72,CAD,NEW,2023-01-01T12:00:00.000+0000
779,2263,6,null,4,51,CAD,NEW,2023-01-01T12:00:00.000+0000
780,591,6,null,7,47,CAD,NEW,2023-01-01T12:00:00.000+0000
781,2095,2,null,6,80,EUR,NEW,2023-01-01T12:00:00.000+0000
782,1754,2,null,9,73,CAD,NEW,2023-01-01T12:00:00.000+0000
783,2733,4,null,7,15,CAD,NEW,2023-01-01T12:00:00.000+0000
784,2409,6,null,8,73,EUR,NEW,2023-01-01T12:00:00.000+0000
785,638,1,null,4,65,INR,NEW,2023-01-01T12:00:00.000+0000
786,2633,4,null,7,62,INR,NEW,2023-01-01T12:00:00.000+0000
787,2145,2,null,2,85,EUR,NEW,2023-01-01T12:00:00.000+0000
788,2696,7,null,7,13,CAD,NEW,2023-01-01T12:00:00.000+0000
789,1270,4,null,2,14,INR,NEW,2023-01-01T12:00:00.000+0000
790,2263,9,null,3,98,EUR,NEW,2023-01-01T12:00:00.000+0000
791,2842,9,null,1,25,EUR,NEW,2023-01-01T12:00:00.000+0000
792,2269,5,null,5,11,INR,NEW,2023-01-01T12:00:00.000+0000
793,2831,4,null,1,57,INR,NEW,2023-01-01T12:00:00.000+0000
794,2557,7,null,6,44,CAD,NEW,2023-01-01T12:00:00.000+0000
795,2351,2,null,3,67,USD,NEW,2023-01-01T12:00:00.000+0000
796,905,8,null,4,69,EUR,NEW,2023-01-01T12:00:00.000+0000
797,1442,9,null,1,3,USD,NEW,2023-01-01T12:00:00.000+0000
798,989,6,null,6,57,USD,NEW,2023-01-01T12:00:00.000+0000
799,2405,9,null,6,22,USD,NEW,2023-01-01T12:00:00.000+0000
800,2992,3,null,10,13,EUR,NEW,2023-01-01T12:00:00.000+0000
801,1458,1,null,5,87,CAD,NEW,2023-01-01T12:00:00.000+0000
802,735,7,null,8,99,USD,NEW,2023-01-01T12:00:00.000+0000
803,1084,8,null,7,93,INR,NEW,2023-01-01T12:00:00.000+0000
804,252,7,null,9,40,INR,NEW,2023-01-01T12:00:00.000+0000
805,272,3,null,10,31,CAD,NEW,2023-01-01T12:00:00.000+0000
806,1794,8,null,6,26,USD,NEW,2023-01-01T12:00:00.000+0000
807,1762,1,null,7,10,INR,NEW,2023-01-01T12:00:00.000+0000
808,163,9,null,3,95,EUR,NEW,2023-01-01T12:00:00.000+0000
809,2904,7,null,4,53,USD,NEW,2023-01-01T12:00:00.000+0000
810,589,2,null,5,31,EUR,NEW,2023-01-01T12:00:00.000+0000
811,1853,4,null,1,5,USD,NEW,2023-01-01T12:00:00.000+0000
812,2983,2,null,5,39,USD,NEW,2023-01-01T12:00:00.000+0000
813,2572,10,null,7,97,CAD,NEW,2023-01-01T12:00:00.000+0000
814,2068,10,null,2,17,CAD,NEW,2023-01-01T12:00:00.000+0000
815,1857,7,null,2,53,USD,NEW,2023-01-01T12:00:00.000+0000
816,2955,2,null,8,62,CAD,NEW,2023-01-01T12:00:00.000+0000
817,1498,7,null,2,97,INR,NEW,2023-01-01T12:00:00.000+0000
818,2434,2,null,1,86,EUR,NEW,2023-01-01T12:00:00.000+0000
819,2467,1,null,5,35,USD,NEW,2023-01-01T12:00:00.000+0000
820,2843,6,null,2,41,USD,NEW,2023-01-01T12:00:00.000+0000
821,1206,1,null,8,73,CAD,NEW,2023-01-01T12:00:00.000+0000
822,2041,8,null,4,32,INR,NEW,2023-01-01T12:00:00.000+0000
823,564,3,null,4,95,CAD,NEW,2023-01-01T12:00:00.000+0000
824,960,4,null,10,98,EUR,NEW,2023-01-01T12:00:00.000+0000
825,1247,4,null,1,74,INR,NEW,2023-01-01T12:00:00.000+0000
826,725,8,null,5,98,EUR,NEW,2023-01-01T12:00:00.000+0000
827,384,7,null,8,20,EUR,NEW,2023-01-01T12:00:00.000+0000
828,1156,10,null,5,30,USD,NEW,2023-01-01T12:00:00.000+0000
829,2223,5,null,7,62,INR,NEW,2023-01-01T12:00:00.000+0000
830,2923,3,null,9,92,CAD,NEW,2023-01-01T12:00:00.000+0000
831,316,8,null,8,78,USD,NEW,2023-01-01T12:00:00.000+0000
832,881,7,null,6,58,USD,NEW,2023-01-01T12:00:00.000+0000
833,1700,9,null,9,80,EUR,NEW,2023-01-01T12:00:00.000+0000
834,160,1,null,9,7,EUR,NEW,2023-01-01T12:00:00.000+0000
835,1277,2,null,2,77,CAD,NEW,2023-01-01T12:00:00.000+0000
836,2054,10,null,6,72,EUR,NEW,2023-01-01T12:00:00.000+0000
837,991,7,null,1,60,USD,NEW,2023-01-01T12:00:00.000+0000
838,1401,5,null,6,10,INR,NEW,2023-01-01T12:00:00.000+0000
839,2691,10,null,4,9,INR,NEW,2023-01-01T12:00:00.000+0000
840,1913,6,null,3,6,INR,NEW,2023-01-01T12:00:00.000+0000
841,2204,10,null,2,99,CAD,NEW,2023-01-01T12:00:00.000+0000
842,1400,4,null,2,17,USD,NEW,2023-01-01T12:00:00.000+0000
843,86,4,null,2,9,USD,NEW,2023-01-01T12:00:00.000+0000
844,694,3,null,9,96,INR,NEW,2023-01-01T12:00:00.000+0000
845,157,4,null,3,75,CAD,NEW,2023-01-01T12:00:00.000+0000
846,1569,5,null,5,97,INR,NEW,2023-01-01T12:00:00.000+0000
847,2542,7,null,10,7,INR,NEW,2023-01-01T12:00:00.000+0000
848,181,4,null,9,9,CAD,NEW,2023-01-01T12:00:00.000+0000
849,659,3,null,9,68,INR,NEW,2023-01-01T12:00:00.000+0000
850,446,5,null,9,8,EUR,NEW,2023-01-01T12:00:00.000+0000
851,1271,6,null,3,16,USD,NEW,2023-01-01T12:00:00.000+0000
852,1504,6,null,10,53,USD,NEW,2023-01-01T12:00:00.000+0000
853,1044,4,null,9,50,USD,NEW,2023-01-01T12:00:00.000+0000
854,287,2,null,8,62,INR,NEW,2023-01-01T12:00:00.000+0000
855,691,7,null,7,80,USD,NEW,2023-01-01T12:00:00.000+0000
856,406,6,null,1,97,INR,NEW,2023-01-01T12:00:00.000+0000
857,2724,3,null,3,41,USD,NEW,2023-01-01T12:00:00.000+0000
858,1982,2,null,9,2,INR,NEW,2023-01-01T12:00:00.000+0000
859,2179,3,null,4,56,CAD,NEW,2023-01-01T12:00:00.000+0000
860,2301,1,null,9,29,INR,NEW,2023-01-01T12:00:00.000+0000
861,740,4,null,5,13,INR,NEW,2023-01-01T12:00:00.000+0000
862,1277,8,null,6,95,EUR,NEW,2023-01-01T12:00:00.000+0000
863,675,7,null,1,13,INR,NEW,2023-01-01T12:00:00.000+0000
864,1499,5,null,7,32,EUR,NEW,2023-01-01T12:00:00.000+0000
865,1318,7,null,10,28,CAD,NEW,2023-01-01T12:00:00.000+0000
866,961,1,null,6,28,USD,NEW,2023-01-01T12:00:00.000+0000
867,2015,3,null,9,0,CAD,NEW,2023-01-01T12:00:00.000+0000
868,1484,8,null,1,89,USD,NEW,2023-01-01T12:00:00.000+0000
869,1299,1,null,8,76,USD,NEW,2023-01-01T12:00:00.000+0000
870,2007,2,null,4,85,EUR,NEW,2023-01-01T12:00:00.000+0000
871,211,9,null,2,67,EUR,NEW,2023-01-01T12:00:00.000+0000
872,822,4,null,6,86,USD,NEW,2023-01-01T12:00:00.000+0000
873,2762,3,null,10,25,EUR,NEW,2023-01-01T12:00:00.000+0000
874,2873,7,null,5,15,USD,NEW,2023-01-01T12:00:00.000+0000
875,2719,6,null,2,54,INR,NEW,2023-01-01T12:00:00.000+0000
876,1303,2,null,7,45,EUR,NEW,2023-01-01T12:00:00.000+0000
877,586,9,null,4,74,INR,NEW,2023-01-01T12:00:00.000+0000
878,2712,4,null,6,83,CAD,NEW,2023-01-01T12:00:00.000+0000
879,2789,7,null,8,68,EUR,NEW,2023-01-01T12:00:00.000+0000
880,822,1,null,2,57,USD,NEW,2023-01-01T12:00:00.000+0000
881,1388,5,null,5,6,INR,NEW,2023-01-01T12:00:00.000+0000
882,712,9,null,5,8,INR,NEW,2023-01-01T12:00:00.000+0000
883,196,2,null,1,59,INR,NEW,2023-01-01T12:00:00.000+0000
884,1568,7,null,9,80,USD,NEW,2023-01-01T12:00:00.000+0000
885,2293,3,null,6,84,EUR,NEW,2023-01-01T12:00:00.000+0000
886,2828,5,null,4,49,INR,NEW,2023-01-01T12:00:00.000+0000
887,2503,3,null,7,94,EUR,NEW,2023-01-01T12:00:00.000+0000
888,495,3,null,4,69,CAD,NEW,2023-01-01T12:00:00.000+0000
889,2876,5,null,2,53,USD,NEW,2023-01-01T12:00:00.000+0000
890,2801,9,null,6,67,EUR,NEW,2023-01-01T12:00:00.000+0000
891,2271,6,null,7,67,EUR,NEW,2023-01-01T12:00:00.000+0000
892,2984,7,null,4,74,EUR,NEW,2023-01-01T12:00:00.000+0000
893,1822,6,null,8,68,EUR,NEW,2023-01-01T12:00:00.000+0000
894,475,5,null,10,82,INR,NEW,2023-01-01T12:00:00.000+0000
895,2913,7,null,1,8,USD,NEW,2023-01-01T12:00:00.000+0000
896,1660,1,null,1,55,USD,NEW,2023-01-01T12:00:00.000+0000
897,776,10,null,1,2,CAD,NEW,2023-01-01T12:00:00.000+0000
898,1412,7,null,2,34,INR,NEW,2023-01-01T12:00:00.000+0000
899,1772,5,null,4,4,USD,NEW,2023-01-01T12:00:00.000+0000
900,2442,10,null,1,80,CAD,NEW,2023-01-01T12:00:00.000+0000
901,2967,5,null,1,89,EUR,NEW,2023-01-01T12:00:00.000+0000
902,1888,9,null,6,4,USD,NEW,2023-01-01T12:00:00.000+0000
903,171,9,null,9,38,INR,NEW,2023-01-01T12:00:00.000+0000
904,1792,3,null,5,7,INR,NEW,2023-01-01T12:00:00.000+0000
905,1610,9,null,9,60,EUR,NEW,2023-01-01T12:00:00.000+0000
906,2042,6,null,10,0,INR,NEW,2023-01-01T12:00:00.000+0000
907,2546,6,null,5,77,EUR,NEW,2023-01-01T12:00:00.000+0000
908,405,9,null,9,64,CAD,NEW,2023-01-01T12:00:00.000+0000
909,2880,9,null,8,21,USD,NEW,2023-01-01T12:00:00.000+0000
910,2705,3,null,7,60,CAD,NEW,2023-01-01T12:00:00.000+0000
911,1600,8,null,1,9,CAD,NEW,2023-01-01T12:00:00.000+0000
912,2868,2,null,7,14,USD,NEW,2023-01-01T12:00:00.000+0000
913,2081,10,null,6,38,INR,NEW,2023-01-01T12:00:00.000+0000
914,755,5,null,1,10,USD,NEW,2023-01-01T12:00:00.000+0000
915,1605,5,null,5,67,CAD,NEW,2023-01-01T12:00:00.000+0000
916,1305,3,null,2,53,INR,NEW,2023-01-01T12:00:00.000+0000
917,79,10,null,3,12,EUR,NEW,2023-01-01T12:00:00.000+0000
918,1290,2,null,3,56,INR,NEW,2023-01-01T12:00:00.000+0000
919,1675,9,null,3,89,USD,NEW,2023-01-01T12:00:00.000+0000
920,245,9,null,7,83,INR,NEW,2023-01-01T12:00:00.000+0000
921,41,3,null,1,38,EUR,NEW,2023-01-01T12:00:00.000+0000
922,2684,3,null,9,54,INR,NEW,2023-01-01T12:00:00.000+0000
923,2217,3,null,5,61,CAD,NEW,2023-01-01T12:00:00.000+0000
924,365,2,null,8,13,CAD,NEW,2023-01-01T12:00:00.000+0000
925,2293,4,null,5,4,INR,NEW,2023-01-01T12:00:00.000+0000
926,663,3,null,6,76,CAD,NEW,2023-01-01T12:00:00.000+0000
927,2992,9,null,2,60,INR,NEW,2023-01-01T12:00:00.000+0000
928,1236,8,null,2,11,EUR,NEW,2023-01-01T12:00:00.000+0000
929,2086,6,null,2,27,EUR,NEW,2023-01-01T12:00:00.000+0000
930,36,5,null,9,10,USD,NEW,2023-01-01T12:00:00.000+0000
931,20,6,null,10,14,USD,NEW,2023-01-01T12:00:00.000+0000
932,944,2,null,9,77,CAD,NEW,2023-01-01T12:00:00.000+0000
933,78,3,null,2,77,CAD,NEW,2023-01-01T12:00:00.000+0000
934,325,2,null,4,84,USD,NEW,2023-01-01T12:00:00.000+0000
935,765,8,null,4,29,EUR,NEW,2023-01-01T12:00:00.000+0000
936,2801,10,null,2,2,CAD,NEW,2023-01-01T12:00:00.000+0000
937,2737,2,null,8,32,INR,NEW,2023-01-01T12:00:00.000+0000
938,2385,8,null,5,35,CAD,NEW,2023-01-01T12:00:00.000+0000
939,2085,1,null,6,29,EUR,NEW,2023-01-01T12:00:00.000+0000
940,725,8,null,2,69,EUR,NEW,2023-01-01T12:00:00.000+0000
941,2523,2,null,4,46,EUR,NEW,2023-01-01T12:00:00.000+0000
942,2927,8,null,2,73,EUR,NEW,2023-01-01T12:00:00.000+0000
943,957,7,null,9,18,USD,NEW,2023-01-01T12:00:00.000+0000
944,1974,9,null,8,74,CAD,NEW,2023-01-01T12:00:00.000+0000
945,321,10,null,5,46,CAD,NEW,2023-01-01T12:00:00.000+0000
946,132,8,null,2,55,EUR,NEW,2023-01-01T12:00:00.000+0000
947,1811,3,null,10,94,INR,NEW,2023-01-01T12:00:00.000+0000
948,882,1,null,7,43,USD,NEW,2023-01-01T12:00:00.000+0000
949,2481,5,null,6,1,EUR,NEW,2023-01-01T12:00:00.000+0000
950,372,5,null,6,23,EUR,NEW,2023-01-01T12:00:00.000+0000
951,2280,8,null,9,23,USD,NEW,2023-01-01T12:00:00.000+0000
952,71,5,null,8,36,EUR,NEW,2023-01-01T12:00:00.000+0000
953,1877,7,null,8,75,CAD,NEW,2023-01-01T12:00:00.000+0000
954,435,6,null,9,30,USD,NEW,2023-01-01T12:00:00.000+0000
955,1476,4,null,7,52,INR,NEW,2023-01-01T12:00:00.000+0000
956,244,10,null,1,7,INR,NEW,2023-01-01T12:00:00.000+0000
957,1711,9,null,4,63,INR,NEW,2023-01-01T12:00:00.000+0000
958,2589,1,null,5,61,EUR,NEW,2023-01-01T12:00:00.000+0000
959,2671,5,null,8,47,USD,NEW,2023-01-01T12:00:00.000+0000
960,2447,6,null,1,16,USD,NEW,2023-01-01T12:00:00.000+0000
961,1159,6,null,4,13,EUR,NEW,2023-01-01T12:00:00.000+0000
962,251,2,null,5,62,INR,NEW,2023-01-01T12:00:00.000+0000
963,2968,7,null,8,0,INR,NEW,2023-01-01T12:00:00.000+0000
964,1742,7,null,10,92,EUR,NEW,2023-01-01T12:00:00.000+0000
965,1190,3,null,1,53,EUR,NEW,2023-01-01T12:00:00.000+0000
966,860,6,null,8,2,CAD,NEW,2023-01-01T12:00:00.000+0000
967,1124,7,null,6,92,USD,NEW,2023-01-01T12:00:00.000+0000
968,2098,8,null,3,84,CAD,NEW,2023-01-01T12:00:00.000+0000
969,1921,6,null,8,32,EUR,NEW,2023-01-01T12:00:00.000+0000
970,1395,4,null,5,55,INR,NEW,2023-01-01T12:00:00.000+0000
971,231,5,null,3,34,CAD,NEW,2023-01-01T12:00:00.000+0000
972,448,7,null,3,80,EUR,NEW,2023-01-01T12:00:00.000+0000
973,1400,4,null,8,18,CAD,NEW,2023-01-01T12:00:00.000+0000
974,2359,5,null,1,23,CAD,NEW,2023-01-01T12:00:00.000+0000
975,151,7,null,5,39,INR,NEW,2023-01-01T12:00:00.000+0000
976,2262,2,null,2,34,INR,NEW,2023-01-01T12:00:00.000+0000
977,1669,2,null,1,46,EUR,NEW,2023-01-01T12:00:00.000+0000
978,1461,6,null,6,79,EUR,NEW,2023-01-01T12:00:00.000+0000
979,811,8,null,1,45,CAD,NEW,2023-01-01T12:00:00.000+0000
980,2399,10,null,9,38,INR,NEW,2023-01-01T12:00:00.000+0000
981,2979,2,null,8,74,EUR,NEW,2023-01-01T12:00:00.000+0000
982,912,7,null,8,91,CAD,NEW,2023-01-01T12:00:00.000+0000
983,1713,7,null,6,28,CAD,NEW,2023-01-01T12:00:00.000+0000
984,1643,7,null,10,26,EUR,NEW,2023-01-01T12:00:00.000+0000
985,838,3,null,7,83,CAD,NEW,2023-01-01T12:00:00.000+0000
986,2930,4,null,4,51,CAD,NEW,2023-01-01T12:00:00.000+0000
987,1314,8,null,9,88,CAD,NEW,2023-01-01T12:00:00.000+0000
988,2231,7,null,9,97,USD,NEW,2023-01-01T12:00:00.000+0000
989,2180,8,null,1,59,CAD,NEW,2023-01-01T12:00:00.000+0000
990,1460,4,null,7,96,USD,NEW,2023-01-01T12:00:00.000+0000
991,339,2,null,9,87,USD,NEW,2023-01-01T12:00:00.000+0000
992,2562,2,null,3,47,USD,NEW,2023-01-01T12:00:00.000+0000
993,2197,1,null,10,59,EUR,NEW,2023-01-01T12:00:00.000+0000
994,292,10,null,10,37,CAD,NEW,2023-01-01T12:00:00.000+0000
995,296,2,null,4,97,INR,NEW,2023-01-01T12:00:00.000+0000
996,2325,4,null,2,16,CAD,NEW,2023-01-01T12:00:00.000+0000
997,1153,4,null,8,16,INR,NEW,2023-01-01T12:00:00.000+0000
998,1878,6,null,3,41,INR,NEW,2023-01-01T12:00:00.000+0000
999,1571,7,null,6,69,CAD,NEW,2023-01-01T12:00:00.000+0000
1000,1655,6,null,3,33,EUR,NEW,2023-01-01T12:00:00.000+0000
1001,2840,20,null,8,59,CAD,NEW,2023-01-01T12:00:00.000+0000
1002,907,13,null,9,79,INR,NEW,2023-01-01T12:00:00.000+0000
1003,1453,1,null,2,0,EUR,NEW,2023-01-01T12:00:00.000+0000
1004,2564,2,null,9,19,CAD,NEW,2023-01-01T12:00:00.000+0000
1005,1712,7,null,9,40,CAD,NEW,2023-01-01T12:00:00.000+0000
1006,354,1,null,3,48,CAD,NEW,2023-01-01T12:00:00.000+0000
1007,2890,2,null,9,1,CAD,NEW,2023-01-01T12:00:00.000+0000
1008,22,1,null,6,86,INR,NEW,2023-01-01T12:00:00.000+0000
1009,718,6,null,5,97,USD,NEW,2023-01-01T12:00:00.000+0000
1010,1476,7,null,7,40,USD,NEW,2023-01-01T12:00:00.000+0000
1011,1481,3,null,3,85,EUR,NEW,2023-01-01T12:00:00.000+0000
1012,2080,9,null,5,29,USD,NEW,2023-01-01T12:00:00.000+0000
1013,824,4,null,9,85,CAD,NEW,2023-01-01T12:00:00.000+0000
1014,659,4,null,1,96,EUR,NEW,2023-01-01T12:00:00.000+0000
1015,2928,2,null,5,37,INR,NEW,2023-01-01T12:00:00.000+0000
1016,2954,3,null,1,42,USD,NEW,2023-01-01T12:00:00.000+0000
1017,1410,4,null,10,62,CAD,NEW,2023-01-01T12:00:00.000+0000
1018,1130,1,null,4,67,INR,NEW,2023-01-01T12:00:00.000+0000
1019,2067,3,null,2,58,INR,NEW,2023-01-01T12:00:00.000+0000
1020,2036,10,null,9,12,USD,NEW,2023-01-01T12:00:00.000+0000
1021,968,10,null,1,16,INR,NEW,2023-01-01T12:00:00.000+0000
1022,1927,7,null,4,93,USD,NEW,2023-01-01T12:00:00.000+0000
1023,2655,1,null,10,58,CAD,NEW,2023-01-01T12:00:00.000+0000
1024,1996,10,null,8,62,INR,NEW,2023-01-01T12:00:00.000+0000
1025,1724,9,null,4,45,INR,NEW,2023-01-01T12:00:00.000+0000
1026,1952,9,null,5,85,CAD,NEW,2023-01-01T12:00:00.000+0000
1027,2126,1,null,4,84,EUR,NEW,2023-01-01T12:00:00.000+0000
1028,2863,8,null,8,70,CAD,NEW,2023-01-01T12:00:00.000+0000
1029,2266,7,null,4,88,CAD,NEW,2023-01-01T12:00:00.000+0000
1030,1259,8,null,8,84,USD,NEW,2023-01-01T12:00:00.000+0000
1031,1090,7,null,4,2,EUR,NEW,2023-01-01T12:00:00.000+0000
1032,759,3,null,4,24,INR,NEW,2023-01-01T12:00:00.000+0000
1033,1288,6,null,6,22,INR,NEW,2023-01-01T12:00:00.000+0000
1034,1674,2,null,1,87,CAD,NEW,2023-01-01T12:00:00.000+0000
1035,2915,7,null,6,70,INR,NEW,2023-01-01T12:00:00.000+0000
1036,1871,1,null,10,97,CAD,NEW,2023-01-01T12:00:00.000+0000
1037,630,9,null,9,65,INR,NEW,2023-01-01T12:00:00.000+0000
1038,1194,1,null,9,18,USD,NEW,2023-01-01T12:00:00.000+0000
1039,687,10,null,6,39,USD,NEW,2023-01-01T12:00:00.000+0000
1040,2930,10,null,6,92,INR,NEW,2023-01-01T12:00:00.000+0000
1041,1053,3,null,3,28,CAD,NEW,2023-01-01T12:00:00.000+0000
1042,1425,9,null,3,28,USD,NEW,2023-01-01T12:00:00.000+0000
1043,900,9,null,2,49,EUR,NEW,2023-01-01T12:00:00.000+0000
1044,2627,5,null,3,9,EUR,NEW,2023-01-01T12:00:00.000+0000
1045,1024,1,null,8,88,CAD,NEW,2023-01-01T12:00:00.000+0000
1046,2894,9,null,7,48,INR,NEW,2023-01-01T12:00:00.000+0000
1047,1091,3,null,3,40,INR,NEW,2023-01-01T12:00:00.000+0000
1048,438,5,null,6,64,INR,NEW,2023-01-01T12:00:00.000+0000
1049,1241,7,null,2,48,USD,NEW,2023-01-01T12:00:00.000+0000
1050,380,7,null,2,65,EUR,NEW,2023-01-01T12:00:00.000+0000
1051,956,2,null,1,95,CAD,NEW,2023-01-01T12:00:00.000+0000
1052,270,1,null,5,86,USD,NEW,2023-01-01T12:00:00.000+0000
1053,866,10,null,3,75,USD,NEW,2023-01-01T12:00:00.000+0000
1054,2332,8,null,2,75,USD,NEW,2023-01-01T12:00:00.000+0000
1055,1430,3,null,8,71,CAD,NEW,2023-01-01T12:00:00.000+0000
1056,112,8,null,10,73,CAD,NEW,2023-01-01T12:00:00.000+0000
1057,2472,1,null,10,67,CAD,NEW,2023-01-01T12:00:00.000+0000
1058,4,4,null,1,9,INR,NEW,2023-01-01T12:00:00.000+0000
1059,948,5,null,10,60,EUR,NEW,2023-01-01T12:00:00.000+0000
1060,2997,3,null,5,40,CAD,NEW,2023-01-01T12:00:00.000+0000
1061,728,4,null,5,86,INR,NEW,2023-01-01T12:00:00.000+0000
1062,1064,2,null,4,57,CAD,NEW,2023-01-01T12:00:00.000+0000
1063,27,8,null,8,25,CAD,NEW,2023-01-01T12:00:00.000+0000
1064,116,4,null,7,83,EUR,NEW,2023-01-01T12:00:00.000+0000
1065,1173,5,null,7,37,INR,NEW,2023-01-01T12:00:00.000+0000
1066,2008,1,null,10,8,CAD,NEW,2023-01-01T12:00:00.000+0000
1067,1376,1,null,3,62,EUR,NEW,2023-01-01T12:00:00.000+0000
1068,2487,1,null,3,85,USD,NEW,2023-01-01T12:00:00.000+0000
1069,227,7,null,8,56,EUR,NEW,2023-01-01T12:00:00.000+0000
1070,1697,7,null,2,73,USD,NEW,2023-01-01T12:00:00.000+0000
1071,2723,6,null,8,39,CAD,NEW,2023-01-01T12:00:00.000+0000
1072,765,1,null,8,2,INR,NEW,2023-01-01T12:00:00.000+0000
1073,406,6,null,7,36,EUR,NEW,2023-01-01T12:00:00.000+0000
1074,1358,9,null,3,17,CAD,NEW,2023-01-01T12:00:00.000+0000
1075,2931,3,null,3,9,EUR,NEW,2023-01-01T12:00:00.000+0000
1076,1701,7,null,6,53,CAD,NEW,2023-01-01T12:00:00.000+0000
1077,2801,3,null,9,87,INR,NEW,2023-01-01T12:00:00.000+0000
1078,2098,6,null,5,90,CAD,NEW,2023-01-01T12:00:00.000+0000
1079,1467,10,null,2,84,USD,NEW,2023-01-01T12:00:00.000+0000
1080,1135,10,null,7,22,INR,NEW,2023-01-01T12:00:00.000+0000
1081,440,1,null,4,35,INR,NEW,2023-01-01T12:00:00.000+0000
1082,1355,2,null,4,29,EUR,NEW,2023-01-01T12:00:00.000+0000
1083,571,6,null,9,9,CAD,NEW,2023-01-01T12:00:00.000+0000
1084,2937,2,null,9,46,EUR,NEW,2023-01-01T12:00:00.000+0000
1085,2033,2,null,8,45,USD,NEW,2023-01-01T12:00:00.000+0000
1086,2436,8,null,1,80,INR,NEW,2023-01-01T12:00:00.000+0000
1087,1329,9,null,8,73,CAD,NEW,2023-01-01T12:00:00.000+0000
1088,1479,3,null,7,21,EUR,NEW,2023-01-01T12:00:00.000+0000
1089,343,9,null,8,26,CAD,NEW,2023-01-01T12:00:00.000+0000
1090,2017,2,null,10,23,USD,NEW,2023-01-01T12:00:00.000+0000
1091,758,8,null,2,44,INR,NEW,2023-01-01T12:00:00.000+0000
1092,2730,3,null,3,94,CAD,NEW,2023-01-01T12:00:00.000+0000
